number,formid,intv_barcode,hh_barcode,hhid_census,check_census_info,ward_number,ask_hh_head,info_sheet,hh_head_consent,caste,home_language,main_source,hh_living_away,hh_remittances,hh_remittances_responsible,own_land,drinking_source,collect_water_time,toilet_type,share_toilet,room_number,electricty,hh_assets_1,hh_assets_2,hh_assets_3,hh_assets_4,hh_assets_5,hh_assets_6,hh_assets_7,hh_assets_8,hh_assets_9,hh_assets_10,hh_assets_11,hh_assets_12,hh_assets_13,hh_assets_14,hh_assets_15,hh_assets_16,hh_assets_17,transport_access_1,transport_access_2,transport_access_3,transport_access_4,transport_access_5,transport_access_6,transport_access_7,transport_access_8,walls_material,roof_material,floor_material,interview_language,today_text,date,hh_id,hh_income,hh_size,hh_survey_status,total_participants,sample_adult_f,sample_adult_m,sample_adolescent_f,sample_underfive,hh_income_census,hhcount,hhid_reg_new,village_name,hh_reg_complete,completed_time,started_time,username,received_on,hq_user,mergecase_id,regdate
319,8edddd5a-d25e-4963-9673-5eff01ba0f8b,JMPNA09,TIR119_Tirkhu,F1187,Yes all correct,4,Yes,Yes,Yes,Dalit,Nepali,Combination of own production and purchase,No,NA,NA,Yes,Tap in dwelling,8,Pan Toilet,No,4,"Yes, solar available",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,Stones and mud,Metal sheets,Mud,Nepali,4 Kartik 2078,44490,F1187,Daily paid labour,5,survey,3,1,1,1,0,Daily paid labour,212449,U212449,Tirkhu,1,44490.21337,44490.20992,jmpna09,44491.31697,jmpna09,7a3adff2-b273-4f89-90bc-630fec174598,44490
320,3e68ff24-e805-481c-b78e-c434406c39d2,JMPNA09,TIR120_Tirkhu,F1170,Yes all correct,4,Yes,Yes,Yes,Dalit,Other,Combination of own production and purchase,Yes - working,No,NA,Yes,Tap in dwelling,25,Pan Toilet,No,5,"Yes, electricity available",NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,Stones and mud,Metal sheets,Wooden planks,Other,4 Kartik 2078,44490,F1170,Daily paid labour,5,survey,3,1,1,1,0,Daily paid labour,212567,U212567,Tirkhu,1,44490.33311,44490.32759,jmpna09,44491.31704,jmpna09,068ade3d-ddbc-4f0c-8e7f-ffe343375378,44490
323,43e03fd7-14aa-48cc-aa7c-09db97c0d2cc,JMPNA10,URT112_Urthu,H1072,Yes all correct,6,Yes,Yes,Yes,Matwali Chhetri,Nepali,Combination of own production and purchase,No,NA,NA,Yes,Tap in yard/plot,5,Pan Toilet,No,9,"Yes, electricity available",NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,Stones and mud,Metal sheets,Mud,Nepali,4 Kartik 2078,44490,H1072,Selling own crop production,5,survey,3,1,1,0,1,Selling own crop production,212489,V212489,Urthu,1,44490.26366,44490.24972,jmpna10,44493.39425,jmpna10,bc7aaa29-07dd-48ad-891d-bbe77c0b87ba,44490
324,57fb3e6a-796b-4848-b297-a4cb99110149,JMPNA10,URT113_Urthu,H1055,Yes all correct,6,Yes,Yes,Yes,Matwali Chhetri,Nepali,Combination of own production and purchase,No,NA,NA,Yes,Tap in yard/plot,5,Pan Toilet,No,5,"Yes, electricity available",1,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,Stones and mud,Flat roof made of mud,Mud,Nepali,4 Kartik 2078,44490,H1055,Selling own crop production,8,survey,3,1,1,0,1,Selling own crop production,212556,V212556,Urthu,1,44490.32719,44490.31713,jmpna10,44493.39432,jmpna10,2136046e-ac79-404c-aa94-2f056a011e67,44490
325,d26ab380-8f42-48ad-86de-62986a940905,JMPNA10,URT114_Urthu,H1099,Yes all correct,6,Yes,Yes,Yes,Matwali Chhetri,Nepali,Combination of own production and purchase,No,NA,NA,Yes,Tap in dwelling,5,Pan Toilet,Yes,4,"Yes, electricity available",1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,Stones and mud,Flat roof made of mud,Mud,Nepali,5 Kartik 2078,44491,H1099,Selling own crop production,6,survey,4,1,1,1,1,Selling own crop production,213362,V213362,Urthu,1,44491.12589,44491.12333,jmpna10,44493.39436,jmpna10,d9b5abfb-af3a-4e36-a243-7253c5535348,44491
326,7284d1bb-a671-432c-bb56-470dde13c07f,JMPNA10,URT115_Urthu,H1067,Yes all correct,6,Yes,Yes,Yes,Matwali Chhetri,Nepali,Combination of own production and purchase,No,NA,NA,Yes,Public Tap,20,Pan Toilet,Yes,2,"Yes, electricity available",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,Stones and mud,Flat roof made of mud,Mud,Nepali,5 Kartik 2078,44491,H1067,Selling own crop production,4,reserve,3,1,1,0,1,Selling own crop production,213400,V213400,Urthu,1,44491.16571,44491.16123,jmpna10,44493.39439,jmpna10,a826d1e8-e539-4d03-8ae8-08ce22e69771,44491
327,fd932f62-bbbf-49f5-965f-96821ca955e5,JMPNA10,URT116_Urthu,H1009,Yes all correct,6,Yes,Yes,Yes,Matwali Chhetri,Nepali,Combination of own production and purchase,No,NA,NA,Yes,Tap in dwelling,5,Pan Toilet,Yes,4,"Yes, electricity available",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,Stones and mud,Flat roof made of mud,Mud,Nepali,5 Kartik 2078,44491,H1009,Selling own crop production,4,survey,3,1,1,0,1,Selling own crop production,213424,V213424,Urthu,1,44491.1881,44491.18498,jmpna10,44493.39441,jmpna10,44eb0d77-77a2-4b78-aac6-8c058f5d4c2a,44491
329,f280a8c3-2f90-4586-888f-de8afaa4f55d,JMPNA10,URT118_Urthu,H1097,Yes all correct,6,Yes,Yes,Yes,Matwali Chhetri,Nepali,Combination of own production and purchase,No,NA,NA,Yes,Tap in yard/plot,6,Pan Toilet,No,8,"Yes, electricity available",1,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,Stones and mud,Metal sheets,Mud,Nepali,5 Kartik 2078,44491,H1097,"Medium scale trade (small grocery, medicine shop, small rice mill, etc)",6,survey,3,1,1,0,1,"Medium scale trade (small grocery, medicine shop, small rice mill, etc)",213685,V213685,Urthu,1,44491.45525,44491.44625,jmpna10,44493.39444,jmpna10,e1c211c4-9867-4140-bfab-ca94ceeac618,44491
330,d1ce4b7e-0f20-4517-b951-3db9aba84494,JMPNA10,URT119_Urthu,H1060,Yes all correct,6,Yes,Yes,Yes,Matwali Chhetri,Nepali,Combination of own production and purchase,No,NA,NA,Yes,Tap in yard/plot,5,Pan Toilet,No,6,"Yes, electricity available",1,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,Stones and mud,Flat roof made of mud,Mud,Nepali,5 Kartik 2078,44491,H1060,Selling own crop production,7,survey,4,1,1,2,0,Selling own crop production,213744,V213744,Urthu,1,44491.51612,44491.50454,jmpna10,44493.39446,jmpna10,74e1835e-f47c-4203-991d-3f6aa66815e6,44491
331,88dee49e-084e-47b1-9bee-cd38f9581699,JMPNA10,URT120_Urthu,H1088,Yes all correct,6,Yes,Yes,Yes,Matwali Chhetri,Nepali,Combination of own production and purchase,No,NA,NA,Yes,Tap in yard/plot,5,Pan Toilet,No,5,"Yes, electricity available",NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,Stones and mud,Flat roof made of mud,Mud,Nepali,6 Kartik 2078,44492,H1088,Selling own crop production,4,survey,3,1,1,0,1,Selling own crop production,214334,V214334,Urthu,1,44492.10284,44492.09488,jmpna10,44493.39448,jmpna10,f49dc0da-9273-467f-9ccf-360d3e3cf27b,44492
332,054751e8-ece5-4ef0-8f31-d4d357e5047f,JMPNA10,URT121_Urthu,H1020,Yes all correct,6,Yes,Yes,Yes,Matwali Chhetri,Nepali,Combination of own production and purchase,No,NA,NA,Yes,Tap in yard/plot,5,Pan Toilet,No,5,"Yes, electricity available",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,Stones and mud,Flat roof made of mud,Mud,Nepali,6 Kartik 2078,44492,H1020,Selling own crop production,5,survey,4,1,1,0,2,Selling own crop production,214390,V214390,Urthu,1,44492.16056,44492.15125,jmpna10,44493.39453,jmpna10,604ed6dc-538a-4067-a8d4-206588f3b6d2,44492
333,e204d2f7-3362-49a0-9904-d7598185e9d3,JMPNA03,GAD113_Gadigaun,A1193,Yes all correct,1,Yes,Yes,Yes,Matwali Chhetri,Nepali,Combination of own production and purchase,Yes - studying,NA,NA,Yes,Tap in yard/plot,10,Pan Toilet,No,4,"Yes, electricity available",1,NA,1,1,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,Stones and mud,Flat roof made of mud,Mud,Nepali,5 Kartik 2078,44491,A1193,Office job,17,survey,5,1,1,2,1,Office job,213643,O213643,Gadigaun,1,44491.40816,44491.40431,jmpna03,44498.11032,jmpna03,60fbb900-7b5c-4b23-bda8-5d6c40e7ad64,44491
334,74cf3fa8-9a93-448a-b170-ac7804d6c2dd,JMPNA03,GAD114_Gadigaun,A1008,Yes all correct,1,Yes,Yes,Yes,Matwali Chhetri,Nepali,Combination of own production and purchase,Yes - studying,NA,NA,Yes,Tap in yard/plot,10,Pan Toilet,No,6,"Yes, electricity available",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,Stones and mud,Metal sheets,Mud,Nepali,5 Kartik 2078,44491,A1008,Selling own crop production,10,survey,4,1,1,1,1,Selling own crop production,213693,O213693,Gadigaun,1,44491.4564,44491.45407,jmpna03,44498.11037,jmpna03,3a4e242d-ea9c-4d5c-ac20-f4d4e9c0eeaa,44491
335,2858efa0-55a1-4de6-920a-f54c0da77998,JMPNA03,GAD115_Gadigaun,A1004,Yes all correct,1,Yes,Yes,Yes,Matwali Chhetri,Nepali,Combination of own production and purchase,No,NA,NA,Yes,Tap in yard/plot,10,Pan Toilet,No,4,"Yes, electricity available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,Stones and mud,Metal sheets,Mud,Nepali,5 Kartik 2078,44491,A1004,Selling own crop production,5,reserve,3,1,1,1,0,Selling own crop production,213732,O213732,Gadigaun,1,44491.49478,44491.49242,jmpna03,44498.11042,jmpna03,253ee1f1-b776-4abb-a144-8ebbdec5960c,44491
336,abe103e7-33a4-4be1-866e-305237ac67fd,JMPNA03,GAD116_Gadigaun,A1190,Yes all correct,1,Yes,Yes,Yes,Matwali Chhetri,Nepali,Combination of own production and purchase,No,NA,NA,Yes,Tap in yard/plot,12,Pan Toilet,No,2,"Yes, electricity available",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,Stones and mud,Flat roof made of mud,Mud,Nepali,6 Kartik 2078,44492,A1190,Selling own livestock (meat & poultry),8,survey,5,1,1,2,1,Selling own livestock (meat & poultry),214331,O214331,Gadigaun,1,44492.09366,44492.09197,jmpna03,44498.11045,jmpna03,b829556a-455a-4ee6-a8df-f9ff26e3ef6e,44492
337,cd8b8068-f624-479f-a1cf-85b19d89f755,JMPNA03,GAD117_Gadigaun,A1125,Yes all correct,1,Yes,Yes,Yes,Matwali Chhetri,Nepali,Combination of own production and purchase,No,NA,NA,Yes,Tap in yard/plot,15,Pan Toilet,No,2,"Yes, electricity available",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,Stones and mud,Flat roof made of mud,Mud,Nepali,6 Kartik 2078,44492,A1125,Selling own livestock (meat & poultry),7,survey,4,1,1,1,1,Selling own livestock (meat & poultry),214391,O214391,Gadigaun,1,44492.15409,44492.15215,jmpna03,44498.1105,jmpna03,4b7edaa6-2c40-4634-a708-f39850add339,44492
339,5328150b-8b0b-4d6f-9f86-23722ac83b06,JMPNA03,GAD119_Gadigaun,A1022,Yes all correct,1,Yes,Yes,Yes,Matwali Chhetri,Nepali,Combination of own production and purchase,No,NA,NA,Yes,Tap in yard/plot,15,Pan Toilet,No,2,"Yes, electricity available",NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,Stones and mud,Flat roof made of mud,Mud,Nepali,7 Kartik 2078,44493,A1022,Selling own crop production,5,reserve,3,1,1,1,0,Selling own crop production,215331,O215331,Gadigaun,1,44493.09387,44493.092,jmpna03,44498.11057,jmpna03,7cb5ac1f-6151-49de-8242-214b2b8e3c87,44493
340,e8bbc52f-fee7-4e70-9c9b-6aef5cd79c13,JMPNA03,GAD120_Gadigaun,A1050,Yes all correct,1,Yes,Yes,Yes,Matwali Chhetri,Nepali,Combination of own production and purchase,No,NA,NA,Yes,Tap in yard/plot,13,Pan Toilet,Yes,3,"Yes, electricity available",NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,Stones and mud,Flat roof made of mud,Mud,Nepali,7 Kartik 2078,44493,A1050,Office job,5,survey,3,1,1,1,0,Office job,215353,O215353,Gadigaun,1,44493.11553,44493.11347,jmpna03,44498.1106,jmpna03,3655d370-242c-4f59-bc19-4cf3adabd8ff,44493
362,e8940a54-0358-4305-b291-16e4f585df94,JMPNA03,GAD121_Gadigaun,A1040,Yes all correct,1,Yes,Yes,Yes,Matwali Chhetri,Nepali,Combination of own production and purchase,Yes - studying,NA,NA,Yes,Tap in dwelling,12,Pan Toilet,No,4,"Yes, electricity available",NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,Stones and mud,Flat roof made of mud,Mud,Nepali,12 Mangsir 2078,44528,A1040,Selling own crop production,8,reserve,4,1,1,0,2,Selling own crop production,250563,O250563,Gadigaun,1,44528.32667,44528.32373,jmpna03,44530.1569,jmpna03,6d64ef6d-37ac-4ca4-a000-2e8032148c8b,44528
363,d169c152-d4eb-4e5c-9ee1-e85e66603161,JMPNA05,LUM121_Lum,E1059,Yes all correct,4,Yes,Yes,Yes,Dalit,Nepali,Combination of own production and purchase,No,NA,NA,Yes,Tap in yard/plot,20,Pan Toilet,No,3,"Yes, electricity available",NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,Stones and mud,Flat roof made of mud,Mud,Nepali,27 Mangsir 2078,44543,E1059,Daily paid labour,7,reserve,4,1,1,1,1,Daily paid labour,265703,Q265703,Lum,1,44543.46904,44543.46409,jmpna05,44545.22691,jmpna05,736f3c6f-c000-4aef-acba-33d7a98dc75f,44543
364,15b41b1c-5fa0-4406-a47d-4b6cd62f0eb1,JMPNA05,LUM123_Lum,E1135,Yes all correct,4,Yes,Yes,Yes,Dalit,Nepali,Combination of own production and purchase,No,NA,NA,Yes,Tap in yard/plot,15,Pan Toilet,No,6,"Yes, electricity available",1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,Stones and mud,Metal sheets,Mud,Nepali,28 Mangsir 2078,44544,E1135,Selling own crop production,5,reserve,4,1,1,1,1,Selling own crop production,266475,Q266475,Lum,1,44544.24027,44544.23546,jmpna05,44545.22755,jmpna05,4d7c4933-4016-45f5-9d0a-394b675df19a,44544
366,c7ae8324-e199-417a-8c71-5e1ac9a3f1be,JMPNA01,CHA112_Chaur,D1167,Yes all correct,3,Yes,Yes,Yes,Matwali Chhetri,Nepali,Combination of own production and purchase,No,NA,NA,Yes,Tap in yard/plot,5,Pan Toilet,No,4,"Yes, electricity available",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,Stones and mud,Flat roof made of mud,Mud,Nepali,7 Poush 2078,44552,D1167,Daily paid labour,9,reserve,4,1,1,0,2,Daily paid labour,274501,274501,Chaur,1,44552.26558,44552.26161,jmpna01,44556.27572,jmpna01,f8e39c9e-8540-4057-8a14-fbeb0b49f342,44552
367,5de350f3-86dc-47c5-8e31-3be0938981c5,JMPNA06,PAT116_Patmara,J1040,Yes all correct,7,Yes,Yes,Yes,Matwali Chhetri,Nepali,Combination of own production and purchase,Yes - working,No,NA,Yes,Tap in yard/plot,5,Pan Toilet,No,3,"Yes, electricity available",1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,Stones and mud,Flat roof made of mud,Mud,Nepali,10 Poush 2078,44555,J1040,"Small scale trade (small market stall, very small shop at home)",6,reserve,4,1,1,0,2,"Small scale trade (small market stall, very small shop at home)",277782,R277782,Patmara,1,44555.54722,44555.54328,jmpna06,44560.32293,jmpna06,7a458a27-4a11-4132-a56d-f7f20af17200,44555
368,fd9e2ccb-9f4f-4a17-8703-114691fb958f,JMPNA06,PAT123_Patmara,J1066,Yes partially correct,7,Yes,Yes,Yes,Matwali Chhetri,Nepali,Gifts,No,NA,NA,Yes,Tap in yard/plot,10,Pan Toilet,No,4,"Yes, electricity available",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,Stones and mud,Flat roof made of mud,Mud,Nepali,11 Poush 2078,44556,J1066,Selling own crop production,6,reserve,3,1,1,1,0,Selling own crop production,278544,R278544,Patmara,1,44556.30825,44556.30481,jmpna06,44560.323,jmpna06,636e2b1c-04c3-417a-91fa-dbadff3ec2f4,44556
369,622c8640-ff47-4eb4-bde4-7d4cefa827e2,JMPNA06,PAT125_Patmara,J1109,Yes all correct,7,Yes,Yes,Yes,Matwali Chhetri,Nepali,Combination of own production and purchase,Yes - working,No,NA,Yes,Tap in yard/plot,11,Pan Toilet,No,3,"Yes, electricity available",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,Stones and mud,Flat roof made of mud,Mud,Nepali,14 Poush 2078,44559,J1109,Selling own crop production,5,reserve,3,1,1,0,1,Selling own crop production,281485,R281485,Patmara,1,44559.24949,44559.24603,jmpna06,44560.32353,jmpna06,1976b2f4-c0a4-45e3-8b50-ff27d3e43c2a,44559
371,02c01fa2-a7db-4930-b8c2-58377aa761a2,JMPNA10,URT122_Urthu,H1013,Yes all correct,6,Yes,Yes,Yes,Matwali Chhetri,Nepali,Combination of own production and purchase,No,NA,NA,Yes,Tap in yard/plot,5,Pan Toilet,No,3,"Yes, electricity available",NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,Stones and mud,Flat roof made of mud,Mud,Nepali,22 Poush 2078,44567,H1013,Selling own crop production,4,reserve,3,1,1,1,0,Selling own crop production,289551,V289551,Urthu,1,44567.31771,44567.31141,jmpna10,44575.45531,jmpna10,27834532-616d-4f97-a9f2-2f6cd70a77b6,44567
375,ecc87ad7-c25f-4009-b785-e33ca25413ab,JMPNA01,CHA105_Chaur,D1136,Yes all correct,3,Yes,Yes,Yes,Matwali Chhetri,Nepali,Combination of own production and purchase,Yes - studying,NA,NA,Yes,Tap in dwelling,10,Pan Toilet,No,10,"Yes, electricity available",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,Stones and mud,Metal sheets,Mud,Nepali,6 Magh 2078,44581,D1136,Selling own crop production,6,reserve,4,1,1,2,0,Selling own crop production,303486,M303486,Chaur,1,44581.25101,44581.2466,jmpna01,44587.50922,jmpna01,156b6922-a144-484b-b17b-91cb86a1df28,44581
376,38922c48-8fb1-460a-9d77-85e9db4a1349,JMPNA02,CHU123_Chum,C1098,Yes all correct,3,Yes,Yes,Yes,Matwali Chhetri,Jumli dialect,Combination of own production and purchase,No,NA,NA,Yes,Tap in yard/plot,10,Pan Toilet,No,4,"Yes, electricity available",NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,Stones and mud,Flat roof made of mud,Wooden planks,Nepali,27 Magh 2078,44602,C1098,Daily paid labour,5,reserve,3,1,1,0,1,Daily paid labour,324359,N324359,Chum,1,44602.12353,44602.1201,jmpna02,44602.17284,jmpna02,4fa0c04d-a726-4741-bc88-d97a3c19746f,44602
377,e04495aa-f0a0-49a9-a4cc-c8663ae381ae,JMPNA01,CHA107_Chaur,D1050,Yes all correct,3,Yes,Yes,Yes,Matwali Chhetri,Nepali,Purchase,No,NA,NA,Yes,Tap in yard/plot,5,Pan Toilet,No,4,"Yes, electricity available",NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,Stones and mud,Flat roof made of mud,Mud,Nepali,8 Falgun 2078,44612,D1050,Daily paid labour,6,reserve,4,1,1,2,0,Daily paid labour,334433,334433,Chaur,1,44612.19809,44612.19356,jmpna01,44620.41333,jmpna01,ecb0818b-4299-4022-9506-ea6458bdb632,44612
378,1140b450-48f4-4958-a2c2-7f62c60c1681,JMPNA09,TIR121_Tirkhu,F1101,Yes all correct,4,Yes,Yes,Yes,Matwali Chhetri,Nepali,Combination of own production and purchase,No,NA,NA,Yes,Tap in dwelling,10,Pan Toilet,Yes,3,"Yes, electricity available",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,Stones and mud,Flat roof made of mud,Mud,Nepali,10 Falgun 2078,44614,F1101,Daily paid labour,5,reserve,3,1,1,0,1,Daily paid labour,336369,U336369,Tirkhu,1,44614.14009,44614.12968,jmpna09,44623.1652,jmpna09,7e0f823e-60a9-43d8-9ac1-ea4a2291a764,44614
379,01ec89a4-cc41-40c6-bb7a-081eb6c9acda,JMPNA05,LUM124_Lum,E1030,Yes all correct,4,Yes,Yes,Yes,Dalit,Nepali,Combination of own production and purchase,No,NA,NA,Yes,Tap in yard/plot,20,Pan Toilet,Yes,5,"Yes, electricity available",NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,Stones and mud,Flat roof made of mud,Mud,Nepali,31 Baishakh 2079,44695,E1030,Daily paid labour,8,reserve,5,1,1,1,2,Daily paid labour,417606,Q417606,Lum,1,44695.37416,44695.36713,jmpna05,44698.13223,jmpna05,c2c92a3a-edf4-449b-bc60-538e7f317cc2,44695
380,f421a190-3df8-426f-aafb-f655265e3189,JMPNA10,URT101_Urthu,H1016,Yes all correct,6,Yes,Yes,Yes,Matwali Chhetri,Nepali,Combination of own production and purchase,No,NA,NA,Yes,Tap in yard/plot,6,Pan Toilet,No,6,"Yes, electricity available",NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,Stones and cement,Metal sheets,Cement,Nepali,13 Jestha 2079,44708,H1016,Selling own crop production,5,reserve,3,1,1,0,1,Selling own crop production,430271,V430271,Urthu,1,44708.03973,44708.03237,jmpna10,44714.51369,jmpna10,cca881e3-395c-4759-b9a1-cbda20a7d750,44708
381,13535a9c-b8fd-447e-a970-4db42d3364ac,JMPNA05,LUM125_Lum,E1250,Yes all correct,4,Yes,Yes,Yes,Matwali Chhetri,Nepali,Combination of own production and purchase,No,NA,NA,Yes,Tap in yard/plot,20,Pan Toilet,No,4,"Yes, electricity available",NA,1,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,Stones and mud,Flat roof made of mud,Mud,Nepali,6 Ashadh 2079,44732,E1250,Selling own crop production,10,reserve,5,1,1,1,2,Selling own crop production,454423,454423,Lum,1,44732.18726,44732.18145,jmpna05,44744.33984,jmpna05,bc2d1c91-5e62-4a40-92fb-6ed8d6233875,44732
